,ID,KIDSDRIV,AGE,HOMEKIDS,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,TRAVTIME,CAR_USE,BLUE_BOOK,RED_CAR,OLD_CLAIM,CLM_FREQ,REVOKED,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBAN_CITY,EDUCATION_<High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,OCCUPATION_Clerical,OCCUPATION_Doctor,OCCUPATION_Home Maker,OCCUPATION_Lawyer,OCCUPATION_Manager,OCCUPATION_Professional,OCCUPATION_Student,OCCUPATION_z_Blue Collar,binned_AGE,binned_INCOME,binned_HOME_VAL,binned_OLD_CLAIM,binned_CLM_FREQ,binned_CLM_AMT,binned_CAR_AGE
1968,188689282,0,51,0,53264,0,0,0,0,9,1,18500,0,5562,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,4,0,1,0,0,1
9742,939401184,1,37,2,41712,1,0,0,0,62,0,16790,0,17919,2,1,1941,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,1,0,1
4746,460845643,0,49,0,26301,0,0,1,0,32,0,19780,0,1645,1,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,2,0,0,0,0,6
5881,569865972,0,38,3,40542,1,0,0,0,26,1,6210,0,24066,1,1,15871,8,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,3,0,2,3
110,12066584,2,45,3,116415,0,335711,1,0,38,0,20990,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,8,8,0,0,0,5
2314,220518053,2,41,2,62840,0,220786,1,0,52,0,35960,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,6
2093,198356289,0,42,3,84798,0,247913,1,0,5,0,25860,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,0,0,0,0
2786,269224882,0,61,0,0,0,0,0,1,29,1,20480,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,4
4496,435399053,0,58,0,6657,0,0,1,1,23,0,4790,0,37285,3,1,3626,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,1,0,3,2,1,2
6507,625343022,0,34,1,147478,0,400336,1,1,46,0,24350,0,3210,4,0,0,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,0,5
6108,590633552,0,36,0,0,0,0,1,1,35,1,1500,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
8375,803195318,0,49,0,154736,0,255820,1,0,31,1,21870,0,8737,1,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,9,6,2,0,0,6
6508,625616315,4,59,4,79178,0,290382,1,0,87,0,16620,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,7,7,0,0,0,0
4238,408998525,0,56,0,184068,0,0,0,1,31,0,27560,0,5224,3,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,2,0,6
5120,494595708,0,45,3,35457,0,203037,1,1,51,0,19680,0,6279,1,0,4506,16,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,5,2,0,1,7
2677,256760194,0,57,0,13235,0,135560,0,0,6,1,10170,0,8135,3,0,2422,13,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,1,3,2,2,0,6
7232,695212192,0,57,0,55119,0,232678,1,1,29,1,12710,1,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5,6,0,0,0,6
9644,928944973,0,33,2,120322,1,0,0,1,19,0,16830,1,26318,1,0,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,6
1353,130470336,2,35,4,154577,1,397868,0,0,27,1,20450,0,4645,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,8,1,0,0,0
4517,438208967,0,40,0,159373,0,424491,1,1,24,1,5500,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,9,8,0,0,0,0
8613,830015365,0,49,0,116587,0,319596,1,0,45,0,30520,0,8514,1,0,4431,12,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,8,8,2,0,1,6
839,81532183,0,44,0,91668,0,283487,1,0,21,1,15960,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,7,0,0,0,3
10240,993778721,0,56,0,94712,0,271338,0,1,12,0,21950,1,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,7,7,0,0,0,6
1823,174090414,0,55,0,49481,0,201137,1,0,55,1,24110,0,4664,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,5,1,2,0,0
697,66782260,0,34,2,55229,0,202455,1,0,56,0,8390,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,0,0,0,2
7230,695037271,0,35,1,0,1,110883,0,0,50,1,5000,0,5456,3,0,960,9,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0,4
2598,247388076,0,53,0,122959,0,342426,0,1,33,1,21830,1,0,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,9,8,0,0,0,8
6888,662689878,0,46,0,56849,0,0,0,1,53,0,6270,1,6418,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,0,2,1,0,0
7057,678110645,0,34,0,15363,0,0,0,1,27,0,18660,1,0,0,1,3663,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
8850,851811867,0,55,0,0,0,101007,1,0,36,1,10360,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,2,0,0,0,2
6174,595903589,0,57,0,162519,0,0,0,0,25,1,23450,0,8044,3,0,6761,14,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,0,2,2,2,6
6106,590499274,0,48,0,106668,0,247751,1,1,29,1,16970,0,0,0,0,3127,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,8,6,0,0,1,4
5611,539919162,0,36,2,93067,1,0,0,1,51,0,10810,1,0,0,0,3489,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,1,4
7898,753621305,1,39,1,55152,0,178545,1,0,40,0,11780,0,8156,2,0,5289,8,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,4,2,1,2,3
9711,935010485,1,37,2,47970,0,205211,1,0,43,0,5200,0,2718,1,0,4804,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,5,0,0,1,1
7002,673625030,0,51,0,51644,0,170380,1,1,51,0,23520,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,4,4,0,0,0,1
7687,736920051,1,42,2,3374,1,0,0,0,74,1,21660,0,7313,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0
8585,826952402,0,39,1,68004,1,0,0,0,29,0,28800,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,4
6745,647555898,0,49,0,60413,0,188899,0,1,17,1,7540,1,0,0,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,4,0,0,0,4
179,19188910,0,49,0,55473,0,210749,1,1,75,1,17490,1,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,5,5,0,0,0,5
2945,283577004,0,49,0,65659,0,0,0,1,40,1,12880,0,763,2,0,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,1,0,6
7806,746258870,0,47,0,119222,0,338080,1,1,49,0,27670,1,0,0,1,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,8,8,0,0,0,4
7378,707579394,0,63,0,0,0,89932,1,0,36,1,14590,0,7540,3,0,6005,19,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,2,2,2,2,8
7589,726634120,0,40,0,0,0,0,0,0,38,0,12880,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
9041,869866364,1,37,2,80183,1,0,0,0,22,0,15500,0,8385,1,0,3439,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2,0,1,6
3998,383985877,0,56,0,222379,0,535687,1,0,37,1,29340,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,9,8,0,0,0,6
4487,434360193,0,40,0,30743,0,0,0,1,44,1,1500,1,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1
9904,955298287,0,50,0,46191,0,0,0,0,15,1,11120,0,4292,2,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,4,0,1,1,0,6
7275,698714681,0,35,0,55578,0,173187,1,0,47,0,22230,0,0,0,0,5165,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,2,1
2128,202001712,0,32,1,136758,0,378638,1,0,48,1,18380,0,28038,1,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,8,3,0,0,6
5077,491050222,0,39,3,48741,0,158683,1,1,31,0,32530,0,0,0,0,0,21,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,8
972,93592327,0,46,0,116634,0,360331,0,1,14,0,17760,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,8,8,0,0,0,6
2137,202645112,0,54,0,235075,0,565122,0,0,24,1,37130,0,5211,3,0,0,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,9,8,1,2,0,7
2732,262510033,0,43,0,53431,0,0,0,0,5,1,8050,0,4408,1,0,4009,12,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,0,1,0,1,6
3780,361828312,1,41,2,3228,0,147155,1,0,6,1,5600,0,793,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1
6830,655824752,0,55,0,83090,0,202465,1,1,20,0,24750,1,0,0,0,0,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,8
10211,989828809,0,43,0,52642,0,209970,1,0,36,1,22420,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,5,0,0,0,0
3137,302592534,0,61,0,42089,0,181406,1,1,35,0,11810,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,0,0,0,2
845,82157353,0,41,1,109957,0,260749,1,0,50,1,29470,0,0,0,0,2328,18,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,8,7,0,0,0,8
7413,710886684,0,51,0,74576,0,222274,1,1,32,1,14610,1,0,0,0,0,14,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6,6,0,0,0,6
1359,131248101,0,27,3,43915,1,0,0,1,39,0,3260,1,5476,3,0,3677,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,1,1
8877,853742774,0,58,0,42485,0,156093,1,1,57,0,25530,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,3,3,0,0,0,0
4082,391760011,0,39,2,59685,0,197089,1,1,42,0,7470,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,5,0,0,0,0
4670,452807843,0,48,0,111305,0,0,0,0,59,1,17430,0,0,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,8,0,0,0,0,8
9194,884513944,0,42,0,59945,0,192207,1,1,42,1,14190,0,0,0,0,0,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,5,0,0,0,7
3606,344728631,0,53,0,72403,0,247537,0,1,14,1,24140,0,0,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,6,0,0,0,6
7113,684024187,0,39,2,0,1,28296,0,1,32,1,5440,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
2040,195722546,1,42,3,68330,1,254660,0,0,22,1,12990,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,6,6,0,0,0,4
951,91970915,1,36,2,21873,1,118100,0,1,27,1,7290,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
8433,809849777,0,39,2,0,0,105472,1,0,10,1,5400,0,0,0,0,4036,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0
8988,865040392,0,38,3,79678,0,255154,1,1,68,0,13150,1,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,6,0,0,0,2
4300,414075321,1,43,1,115960,1,0,0,0,17,0,29570,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,0,0,2
3910,374898992,0,51,0,27450,0,115618,1,1,40,1,9340,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,2,0,0,0,0
5407,521446300,0,57,0,39907,0,214055,1,0,21,1,11190,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,3,5,0,0,0,3
743,71699130,0,54,0,80798,0,248989,1,1,24,0,7880,0,5203,1,0,0,16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,6,1,0,0,7
479,46601637,0,44,0,72118,0,224429,0,0,41,0,13110,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,6,6,0,0,0,2
5992,579764441,0,53,0,55869,0,0,0,1,10,1,22920,0,0,0,0,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,0,0,0,0,6
4929,478240154,0,40,1,41002,1,0,0,0,47,1,12090,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0
5420,521805937,0,39,2,54315,0,171738,1,1,5,1,15220,1,4845,4,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,1,3,0,0
4452,430554774,0,48,0,31747,0,0,0,1,51,1,12100,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0
8973,863105679,0,47,0,61880,0,191991,1,1,30,1,17570,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,5
67,8467576,2,39,2,21891,0,167752,1,1,34,0,15110,0,0,0,0,5206,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,2,1
1079,104793760,2,45,3,36912,1,0,0,0,60,1,9690,0,34514,1,1,4290,12,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,0,3,0,1,6
5416,521577431,0,52,0,47042,0,191400,0,1,15,0,18070,1,0,0,1,531,9,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,4,5,0,0,0,4
6078,588766853,0,33,3,6607,0,0,1,1,9,0,26940,1,11963,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0
1708,162660275,0,38,2,136645,1,0,0,0,56,1,23710,0,0,0,0,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,4
3917,376021969,0,36,0,48494,0,232930,0,0,67,1,9950,0,5951,2,0,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,6,2,1,0,7
3904,374448919,0,59,0,131919,0,328571,1,0,27,0,19580,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,9,8,0,0,0,2
3078,296809989,0,45,1,45105,0,181896,1,1,37,0,17540,1,36562,3,1,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,2,0,4
9853,949901631,0,46,0,175117,0,160975,0,1,28,0,28950,1,0,0,0,0,16,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,9,4,0,0,0,7
5180,499348624,0,42,0,20199,0,51401,1,0,41,1,7340,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,4
1240,119682574,0,51,0,68245,0,235648,1,1,20,1,1530,0,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,6,0,0,0,3
857,83279162,0,50,0,0,0,105910,1,0,25,1,6500,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,3
6679,640459101,1,39,3,48738,0,214103,1,0,32,1,23420,0,5115,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,5,1,0,0,0
7793,745638636,0,48,0,37886,0,168597,1,1,37,1,28200,0,1686,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,4,0,1,0,0
8581,826845293,1,32,2,26933,0,141200,1,0,37,1,8040,0,23659,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,3,0,0,0
1970,188967241,0,36,0,66335,0,241407,1,0,19,0,2670,0,0,0,0,2199,9,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,6,0,0,0,4
3792,362866321,0,55,0,59128,0,173782,1,1,59,0,24130,1,22302,1,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,5,4,3,0,0,3
9124,877277908,0,55,0,149854,0,0,0,1,23,1,10250,0,0,0,0,0,13,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,0,0,0,6
9271,894008021,0,46,0,196756,0,502867,1,0,12,0,25780,0,1815,2,0,0,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,1,0,6
6158,594690877,1,45,1,105756,0,298161,1,0,36,0,20520,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,8,7,0,0,0,0
1120,108603073,0,35,2,4290,0,0,1,1,35,0,5430,1,6570,2,0,4405,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0
3057,294363631,0,38,0,118057,0,298339,1,0,31,1,19390,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,7,0,0,0,4
416,40149003,0,38,0,68328,0,0,0,1,50,1,8010,1,1011,2,0,0,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,7
10245,994001102,0,49,0,66196,0,229425,1,1,17,1,8550,1,28274,2,0,0,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,6,6,3,1,0,5
3513,336053398,0,33,1,58617,0,125712,1,1,24,1,13690,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,1
3486,333412730,0,41,0,70426,0,209877,1,0,38,1,22860,0,0,0,0,0,12,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,5,0,0,0,6
5545,533665881,0,42,0,116863,0,335371,1,1,45,0,17390,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,5
3367,322053183,0,53,0,59375,0,244565,1,0,35,1,12140,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,5,6,0,0,0,6
7967,761445780,0,46,0,53605,0,219719,1,0,52,1,8270,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4,5,0,0,0,5
2195,208406343,2,36,3,49515,1,209725,0,1,47,1,14490,1,0,0,0,0,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,0,0,2
6576,632067262,0,57,2,71518,1,0,0,1,35,0,7000,1,0,0,0,0,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,6,0,0,0,0,4
692,65902213,0,52,0,100099,0,262480,0,0,35,0,17860,0,33326,3,1,5065,19,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,8,7,3,2,2,8
9483,914690116,0,47,0,166359,0,386052,1,0,41,1,10250,0,0,0,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,9,8,0,0,0,8
1809,173124759,0,40,0,64032,0,0,0,1,25,1,7900,1,0,0,0,0,14,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,6
6224,600543281,0,50,0,0,0,55397,0,0,37,1,6500,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0
9474,914372091,0,45,0,118996,0,292222,1,0,45,1,19510,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,8,7,0,0,0,0
3635,347710313,0,51,0,107209,0,258855,1,0,58,0,17320,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,5
1715,163282829,0,35,3,43492,1,48610,0,1,37,1,18780,0,5437,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,1,1,0,0
2736,262994743,0,36,4,45484,0,187068,1,0,23,1,9650,0,4448,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4,1,1,0,0
785,76330867,0,29,4,33572,1,0,0,0,56,1,7760,0,5293,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0
6314,607254373,0,34,1,88882,0,264963,1,0,5,1,4900,0,3548,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,7,1,3,0,0
9040,869588684,0,49,0,44497,0,0,0,0,39,0,14990,0,0,0,0,2668,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,1,0
873,85509028,0,35,2,54309,1,0,0,0,37,0,19150,0,32871,1,1,5728,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,3,0,2,3
8719,839627938,0,52,0,86563,0,0,0,1,53,0,15360,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,4
691,65900834,0,35,2,77303,0,206251,1,1,13,0,16880,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,5,0,0,0,6
2557,242188654,0,36,1,32509,0,194096,1,0,50,1,14730,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,0,0,0,2
1115,108385737,1,45,2,102393,1,0,0,1,25,1,1500,1,0,0,0,2371,11,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,5
2024,194393087,1,39,2,159727,0,352003,1,1,31,1,21370,0,7931,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,8,2,1,0,0
3058,294453398,2,38,2,61957,0,233449,1,0,5,1,11500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,6,0,0,0,0
7756,741806843,0,32,3,35793,1,0,0,0,28,1,19960,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
884,86267624,0,50,0,47433,0,171660,1,0,36,1,7750,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,4,0,0,0,5
3422,327583169,0,33,1,67776,0,210356,1,0,19,0,22450,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0
7560,724232983,0,51,0,115325,0,290501,1,1,40,1,26980,0,0,0,1,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,8,7,0,0,0,4
3003,289041210,0,50,0,78083,0,0,0,1,32,0,19310,1,27959,1,0,4805,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,0,3,0,1,0
